"state","general_lat","general_long","latitude","longitude","brightness","acq_date","acq_time","confidence","daynight","area"
"Queensland",-14,143,-14.4811,143.2525,347.7,"2006-12-23",32,92,"D",1723000
"Queensland",-12,142,-11.7804,142.1487,351.4,"2015-10-14",115,96,"D",1723000
"Queensland",-13,142,-12.878,142.0726,355.4,"2007-09-17",57,97,"D",1723000
"Queensland",-13,142,-12.5735,142.1366,347.5,"2018-09-08",52,93,"D",1723000
"Queensland",-13,142,-13.0594,142.2453,347.4,"2003-09-17",38,93,"D",1723000
"Queensland",-13,142,-12.7486,142.2868,357.3,"2004-12-08",37,98,"D",1723000
"Queensland",-13,142,-13.4979,141.6195,355.8,"2015-08-17",40,98,"D",1723000
"Queensland",-13,142,-13.0641,141.9597,356.4,"2001-09-11",45,98,"D",1723000
"Queensland",-13,142,-13.203,142.3969,351.7,"2009-11-14",115,95,"D",1723000
"Queensland",-13,142,-12.5621,142.0974,352.5,"2001-07-21",111,97,"D",1723000
"Queensland",-13,142,-13.0742,142.0909,352.4,"2018-07-24",40,96,"D",1723000
"Queensland",-13,142,-12.7038,141.9982,378.4,"2000-11-02",58,94,"D",1723000
"Queensland",-11,143,-11.4662,142.5133,351.1,"2007-12-03",26,96,"D",1723000
"Queensland",-11,143,-11.2341,142.5084,346.5,"2002-10-23",45,93,"D",1723000
"Queensland",-11,143,-11.1205,142.566,383.6,"2016-12-07",50,100,"D",1723000
"Queensland",-11,143,-11.136,142.505,352.6,"2007-12-15",50,96,"D",1723000
"Queensland",-11,143,-11.1271,142.515,345.9,"2002-10-14",51,92,"D",1723000
"Queensland",-13,143,-12.8658,142.9845,352.5,"2015-09-27",33,96,"D",1723000
"Queensland",-13,143,-12.734,142.5796,348.9,"2003-06-04",45,95,"D",1723000
"Queensland",-13,143,-12.6175,142.9129,347.6,"2006-11-09",7,94,"D",1723000
"Queensland",-13,143,-13.0687,142.8335,343.2,"2016-07-07",58,92,"D",1723000
"Queensland",-13,142,-12.9353,141.6471,386.1,"2019-05-20",103,100,"D",1723000
"Queensland",-11,143,-11.0636,142.5522,350.6,"2019-08-19",44,95,"D",1723000
"Queensland",-11,143,-11.4843,142.6607,383.7,"2006-12-03",56,100,"D",1723000
"Queensland",-14,143,-13.7625,143.062,350.1,"2015-12-07",39,93,"D",1723000
"Queensland",-14,143,-14.0552,143.1276,354.4,"2019-09-16",109,97,"D",1723000
"Queensland",-14,142,-14.1053,142.422,393.1,"2014-10-20",110,100,"D",1723000
"Queensland",-14,143,-13.5168,142.8,358.8,"2015-09-25",45,99,"D",1723000
"Queensland",-14,143,-13.5059,143.0043,354.8,"2003-10-22",109,97,"D",1723000
"Queensland",-14,143,-13.5223,142.7908,351.8,"2005-09-18",102,95,"D",1723000
"Queensland",-13,143,-12.8154,143.3084,368.3,"2014-10-15",51,100,"D",1723000
"Queensland",-13,143,-12.7674,143.0156,354.9,"2002-10-16",39,97,"D",1723000
"Queensland",-13,143,-12.8506,142.6298,346.5,"2009-11-13",32,93,"D",1723000
"Queensland",-14,143,-14.3966,142.5345,355.2,"2015-11-26",58,97,"D",1723000
"Queensland",-13,143,-13.3839,142.9627,351,"2003-11-20",39,94,"D",1723000
"Queensland",-13,142,-12.9609,141.6501,349,"2017-07-28",45,95,"D",1723000
"Queensland",-13,142,-12.6768,141.911,363,"2018-06-29",46,94,"D",1723000
"Queensland",-13,142,-12.6112,142.0002,358.1,"2009-11-05",121,99,"D",1723000
"Queensland",-13,142,-12.6316,141.9953,344.6,"2013-08-02",45,93,"D",1723000
"Queensland",-12,143,-12.2461,143.0381,356.7,"2001-11-10",107,98,"D",1723000
"Queensland",-13,142,-13.4234,141.871,357,"2016-07-30",104,98,"D",1723000
"Queensland",-13,142,-12.9413,141.676,351.3,"2019-06-20",20,91,"D",1723000
"Queensland",-12,143,-12.4379,142.8516,369.5,"2012-12-12",50,100,"D",1723000
"Queensland",-12,143,-12.0765,142.9574,356.6,"2002-10-25",33,98,"D",1723000
"Queensland",-12,143,-12.3541,142.5579,344,"2015-08-13",104,92,"D",1723000
"Queensland",-12,143,-12.3346,142.7423,361.8,"2018-09-05",21,100,"D",1723000
"Queensland",-12,143,-12.0635,142.9303,349.3,"2002-10-24",128,95,"D",1723000
"Queensland",-12,143,-11.5983,142.5705,344.8,"2019-12-03",121,92,"D",1723000
"Queensland",-12,143,-11.8089,142.5839,345.7,"2009-11-04",38,92,"D",1723000
"Queensland",-14,143,-13.6939,143.1845,344.4,"2004-08-30",102,92,"D",1723000
"Queensland",-14,143,-13.5025,142.9185,344.4,"2018-10-21",33,91,"D",1723000
"Queensland",-14,143,-14.4746,143.3235,346.4,"2002-12-12",34,91,"D",1723000
"Queensland",-13,142,-13.315,141.9745,382,"2019-09-29",38,100,"D",1723000
"Queensland",-12,142,-11.8515,142.4098,354.3,"2004-08-09",44,97,"D",1723000
"Queensland",-12,142,-11.6323,142.411,343.4,"2001-10-15",32,92,"D",1723000
"Queensland",-12,142,-11.6974,142.0651,346.8,"2003-07-13",50,94,"D",1723000
"Queensland",-12,142,-11.5494,142.4125,359.8,"2013-10-28",50,99,"D",1723000
"Queensland",-12,142,-11.7214,142.2451,341.3,"2007-11-09",114,91,"D",1723000
"Queensland",-12,142,-11.8254,142.2944,346.5,"2006-09-14",56,94,"D",1723000
"Queensland",-12,142,-12.1824,141.9896,364.3,"2006-11-08",102,100,"D",1723000
"Queensland",-12,143,-12.0294,142.7935,370.7,"2008-12-12",33,100,"D",1723000
"Queensland",-12,143,-12.3269,142.7126,351.5,"2006-08-24",38,96,"D",1723000
"Queensland",-12,143,-12.474,143.062,345,"2013-01-11",103,92,"D",1723000
"Queensland",-12,143,-11.669,142.5854,345.8,"2019-12-07",56,91,"D",1723000
"Queensland",-12,143,-11.6405,142.5536,351.7,"2019-11-28",102,96,"D",1723000
"Queensland",-12,143,-12.471,143.0608,361.8,"2008-08-04",45,100,"D",1723000
"Queensland",-14,143,-13.618,142.8266,341.8,"2010-06-19",109,91,"D",1723000
"Queensland",-13,143,-13.2855,142.7894,344.3,"2012-11-28",38,91,"D",1723000
"Queensland",-13,143,-13.2152,142.9616,357.3,"2003-12-04",52,98,"D",1723000
"Queensland",-13,143,-12.6215,142.5553,355.5,"2007-07-31",57,98,"D",1723000
"Queensland",-12,143,-12.0567,142.7874,345,"2001-08-06",111,93,"D",1723000
"Queensland",-12,143,-11.5681,142.6763,341.4,"2006-11-28",37,91,"D",1723000
"Queensland",-12,143,-12.4783,142.8713,347.8,"2001-09-14",115,93,"D",1723000
"Queensland",-12,143,-11.7367,142.6686,387.5,"2015-09-11",33,100,"D",1723000
"Queensland",-12,143,-11.6857,142.5814,344.9,"2015-09-14",103,92,"D",1723000
"Queensland",-12,143,-11.7834,142.6882,343.9,"2019-09-13",38,92,"D",1723000
"Queensland",-12,143,-11.7487,142.5336,351.7,"2018-07-27",110,96,"D",1723000
"Queensland",-12,143,-12.2591,142.8217,345.9,"2011-08-18",102,93,"D",1723000
"Queensland",-12,143,-11.6222,142.5638,358.5,"2012-09-21",102,99,"D",1723000
"Queensland",-13,143,-13.1313,143.1963,345.1,"2013-01-08",32,91,"D",1723000
"Queensland",-12,143,-12.3995,142.7976,348.8,"2001-07-05",111,95,"D",1723000
"Queensland",-12,143,-12.3502,142.9232,350.6,"2014-11-09",44,94,"D",1723000
"Queensland",-12,142,-12.4938,141.909,353.4,"2016-09-09",57,97,"D",1723000
"Queensland",-14,142,-14.4718,141.553,342,"2017-07-01",103,91,"D",1723000
"Queensland",-14,142,-13.5199,142.0887,367.9,"2004-11-13",43,100,"D",1723000
"Queensland",-13,143,-12.8568,142.7871,349.3,"2003-09-19",26,94,"D",1723000
"Queensland",-13,143,-13.0929,142.6513,344.3,"2013-10-18",14,92,"D",1723000
"Queensland",-13,143,-13.3292,143.0927,344.1,"2007-12-04",109,92,"D",1723000
"Queensland",-13,143,-12.8274,142.7565,349.4,"2011-08-20",50,95,"D",1723000
"Queensland",-13,143,-13.436,143.4321,360.5,"2018-11-11",51,100,"D",1723000
"Queensland",-14,142,-13.5887,141.6437,346,"2005-10-11",108,91,"D",1723000
"Queensland",-14,142,-14.1212,142.3491,351.2,"2012-11-06",115,95,"D",1723000
"Queensland",-14,142,-13.669,142.0613,342.3,"2013-07-15",57,91,"D",1723000
"Queensland",-14,142,-14.1444,141.779,371.5,"2005-11-05",102,100,"D",1723000
"Queensland",-14,142,-13.5945,141.8927,348.3,"2006-08-18",115,94,"D",1723000
"Queensland",-14,142,-13.5124,141.6048,370.5,"2019-07-09",51,100,"D",1723000
"Queensland",-14,142,-13.6372,141.7478,345.1,"2009-09-21",14,93,"D",1723000
"Queensland",-14,142,-13.7524,141.644,356.6,"2012-10-21",115,98,"D",1723000
"Queensland",-14,142,-14.3728,141.5854,344,"2016-09-18",51,91,"D",1723000
"Queensland",-14,142,-13.5552,142.0139,341.3,"2001-08-28",34,91,"D",1723000
"Queensland",-14,142,-13.8613,141.8615,353.4,"2019-07-23",103,97,"D",1723000
"Queensland",-14,142,-13.5649,142.3333,347.8,"2005-08-17",102,94,"D",1723000
"Queensland",-13,143,-13.272,142.601,353.2,"2009-07-06",45,97,"D",1723000
"Queensland",-13,143,-12.5018,142.8694,350.8,"2006-11-15",108,94,"D",1723000
"Queensland",-13,143,-12.8838,142.8526,342.1,"2016-11-03",103,91,"D",1723000
"Queensland",-13,143,-13.3153,142.798,340.1,"2012-06-23",26,91,"D",1723000
"Queensland",-12,143,-12.3716,142.5022,349.5,"2012-12-19",56,94,"D",1723000
"Queensland",-12,143,-11.7439,142.5201,348.1,"2002-11-20",110,94,"D",1723000
"Queensland",-12,143,-12.2583,142.577,345.1,"2014-09-06",45,92,"D",1723000
"Queensland",-12,143,-12.0003,142.6284,342.7,"2001-08-31",104,91,"D",1723000
"Queensland",-13,142,-12.6902,142.0214,387.9,"2018-06-04",52,100,"D",1723000
"Queensland",-13,142,-13.1121,142.4478,346.1,"2009-11-25",57,92,"D",1723000
"Queensland",-13,142,-13.0713,141.9285,358.2,"2003-08-23",44,99,"D",1723000
"Queensland",-13,142,-13.1036,141.971,353.8,"2004-09-05",26,97,"D",1723000
"Queensland",-13,143,-13.2374,142.5978,345.8,"2014-12-20",39,93,"D",1723000
"Queensland",-13,142,-12.6683,141.9102,359.7,"2009-08-14",51,99,"D",1723000
"Queensland",-14,142,-13.8052,142.1033,353.7,"2014-10-26",33,96,"D",1723000
"Queensland",-14,142,-13.6846,141.5757,359.8,"2002-08-11",52,99,"D",1723000
"Queensland",-14,142,-14.3608,141.7504,348.8,"2007-10-19",57,92,"D",1723000
"Queensland",-14,142,-13.8646,142.4796,345.4,"2016-12-05",103,91,"D",1723000
"Queensland",-14,142,-13.6844,142.4289,360.1,"2001-06-03",112,100,"D",1723000
"Queensland",-14,142,-13.8786,141.7666,352.8,"2008-11-04",109,96,"D",1723000
"Queensland",-14,142,-13.7878,142.2655,346.4,"2009-11-07",109,92,"D",1723000
"Queensland",-14,142,-13.6611,142.1288,356.4,"2012-10-30",109,98,"D",1723000
"Queensland",-14,142,-14.026,141.7243,343.6,"2007-10-31",121,91,"D",1723000
"Queensland",-14,142,-14.3449,141.5941,361.9,"2004-06-27",103,100,"D",1723000
"Queensland",-14,142,-14.0519,141.6706,356.6,"2005-08-10",56,98,"D",1723000
"Queensland",-14,142,-13.5264,142.0247,359.7,"2019-12-09",44,99,"D",1723000
"Queensland",-14,142,-14.2192,141.7052,352.8,"2009-10-23",14,96,"D",1723000
"Queensland",-14,142,-13.7234,142.3912,341,"2009-05-21",33,91,"D",1723000
"Queensland",-14,142,-14.3214,141.763,352.9,"2015-07-14",52,97,"D",1723000
"Queensland",-14,142,-13.9059,142.0983,348.2,"2015-10-27",45,91,"D",1723000
"Queensland",-14,142,-14.0281,142.1409,348.3,"2002-09-14",40,94,"D",1723000
"Queensland",-14,142,-13.8033,142.3143,345.7,"2004-08-11",32,93,"D",1723000
"Queensland",-14,142,-13.6038,142.342,368.8,"2012-12-03",57,100,"D",1723000
"Queensland",-14,142,-13.8156,141.6864,353.7,"2012-08-08",38,97,"D",1723000
"Queensland",-14,142,-14.3885,141.9446,347.1,"2001-10-11",57,92,"D",1723000
"Queensland",-14,142,-13.9054,141.7594,349.2,"2007-10-26",103,93,"D",1723000
"Queensland",-11,142,-11.2578,142.371,347.4,"2006-10-14",108,94,"D",1723000
"Queensland",-11,142,-11.3981,142.3181,361.4,"2003-11-25",57,100,"D",1723000
"Queensland",-11,142,-11.3227,142.3201,341.7,"2012-10-11",37,91,"D",1723000
"Queensland",-11,142,-11.3746,142.3363,361.3,"2006-10-07",102,100,"D",1723000
"Queensland",-11,142,-11.4258,142.4047,347.9,"2011-08-11",56,94,"D",1723000
"Queensland",-11,142,-11.4545,142.1513,381.4,"2003-11-16",103,100,"D",1723000
"Queensland",-11,142,-11.2163,142.1607,354.5,"2015-09-05",109,97,"D",1723000
"Queensland",-11,142,-11.1558,142.3272,384,"2009-10-15",102,100,"D",1723000
"Queensland",-13,143,-12.7016,142.7536,347,"2007-09-10",51,93,"D",1723000
"Queensland",-13,143,-13.1091,142.9027,345.7,"2006-09-07",50,92,"D",1723000
"Queensland",-13,142,-12.9427,141.6397,350.6,"2017-06-06",109,96,"D",1723000
"Queensland",-13,142,-12.9872,142.0088,341.4,"2013-08-05",115,91,"D",1723000
"Queensland",-11,142,-11.4473,142.4845,352.7,"2013-08-07",103,96,"D",1723000
"Queensland",-11,142,-11.1803,142.1904,356.5,"2005-10-13",55,98,"D",1723000
"Queensland",-11,142,-11.4504,142.367,343,"2016-12-02",32,92,"D",1723000
"Queensland",-11,142,-11.1497,142.3577,360.4,"2009-10-24",56,100,"D",1723000
"Queensland",-11,142,-11.1737,142.2274,387.2,"2001-10-09",108,100,"D",1723000
"Queensland",-11,142,-11.1147,142.323,347.4,"2009-11-09",56,94,"D",1723000
"Queensland",-11,142,-11.3506,142.3015,353.2,"2012-11-01",56,97,"D",1723000
"Queensland",-11,142,-11.4588,142.1837,344.7,"2019-10-17",26,92,"D",1723000
"Queensland",-11,142,-11.4421,142.3416,404,"2001-10-02",102,100,"D",1723000
"Queensland",-11,142,-11.2944,142.3939,341.5,"2009-10-10",44,91,"D",1723000
"Queensland",-11,142,-11.4863,142.4281,342.6,"2002-11-17",39,91,"D",1723000
"Queensland",-11,142,-11.3164,142.3138,367.2,"2018-09-17",45,100,"D",1723000
"Queensland",-11,142,-10.9452,142.3227,343.5,"2015-09-26",127,92,"D",1723000
"Queensland",-11,142,-11.2024,142.267,354.1,"2013-11-02",108,97,"D",1723000
"Queensland",-11,142,-11.1869,142.2383,380.9,"2017-10-25",38,100,"D",1723000
"Queensland",-11,142,-11.4056,142.3865,342.4,"2016-11-21",50,91,"D",1723000
"Queensland",-11,142,-11.3233,142.157,344.9,"2017-11-20",115,93,"D",1723000
"Queensland",-14,142,-14.0296,141.5832,347.9,"2002-11-15",52,91,"D",1723000
"Queensland",-14,142,-14.0819,142.4124,348.2,"2011-09-16",32,94,"D",1723000
"Queensland",-14,142,-14.0126,141.6587,348.5,"2004-07-29",103,95,"D",1723000
"Queensland",-12,143,-11.8567,142.617,365.5,"2005-10-29",56,100,"D",1723000
"Queensland",-12,143,-12.4437,142.7221,346.7,"2012-12-10",103,92,"D",1723000
"Queensland",-13,143,-12.6252,142.9424,347.7,"2001-09-06",27,94,"D",1723000
"Queensland",-14,143,-13.7528,143.1049,353,"2015-12-08",122,96,"D",1723000
"Queensland",-14,143,-14.1072,143.4955,341.9,"2003-07-20",56,91,"D",1723000
"Queensland",-14,143,-13.5455,142.6591,342.3,"2005-07-29",32,92,"D",1723000
"Queensland",-14,143,-14.3327,143.0333,353.4,"2017-12-26",51,96,"D",1723000
"Queensland",-14,143,-14.0781,142.5241,341.2,"2012-11-04",127,91,"D",1723000
"Queensland",-14,143,-13.5784,142.6839,348,"2001-11-17",113,94,"D",1723000
"Queensland",-14,143,-14.207,142.9136,342.3,"2019-06-23",51,92,"D",1723000
"Queensland",-14,143,-14.3066,143.0782,347.4,"2012-12-16",26,93,"D",1723000
"Queensland",-14,143,-14.0715,143.2812,359.6,"2002-12-17",52,99,"D",1723000
"Queensland",-14,143,-13.6562,142.5052,354.7,"2009-06-09",104,97,"D",1723000
"Queensland",-14,143,-13.9612,142.9439,343.4,"2007-12-24",45,91,"D",1723000
"Queensland",-14,143,-14.1417,143.4149,342.8,"2019-08-10",51,91,"D",1723000
"Queensland",-14,143,-14.3159,143.2104,345.3,"2007-12-22",57,92,"D",1723000
"Queensland",-11,142,-11.3839,142.3904,352.8,"2001-11-03",101,96,"D",1723000
"Queensland",-11,142,-11.4302,142.193,346.4,"2001-10-01",19,93,"D",1723000
"Queensland",-11,142,-11.294,142.2374,350.6,"2018-08-30",58,95,"D",1723000
"Queensland",-11,142,-11.4672,142.1671,351,"2016-11-25",26,96,"D",1723000
"Queensland",-14,142,-13.8115,141.9049,371,"2011-09-05",50,100,"D",1723000
"Queensland",-14,142,-13.5728,142.293,345.3,"2012-11-17",57,91,"D",1723000
"Queensland",-14,142,-13.6832,141.9737,344.6,"2014-09-13",51,91,"D",1723000
"Queensland",-14,142,-13.5742,142.2361,344.6,"2003-07-06",44,93,"D",1723000
"Queensland",-14,142,-14.216,142.1942,349.7,"2012-11-13",121,94,"D",1723000
"Queensland",-14,142,-13.9164,142.0133,347.3,"2001-09-04",39,93,"D",1723000
"Queensland",-14,142,-14.2209,142.0114,354.6,"2011-09-09",26,97,"D",1723000
"Queensland",-14,142,-13.5093,141.5958,342.4,"2003-08-16",38,91,"D",1723000
"Queensland",-14,142,-14.456,142.2814,349,"2014-11-25",45,93,"D",1723000
"Queensland",-14,142,-14.1045,141.7901,356.2,"2014-11-23",57,97,"D",1723000
"Queensland",-14,142,-14.2592,141.8483,359.1,"2003-11-09",57,99,"D",1723000
"Queensland",-13,143,-12.9925,142.61,348.4,"2017-07-29",128,94,"D",1723000
"Queensland",-13,143,-12.5646,142.5964,346.8,"2002-09-17",110,93,"D",1723000
"Queensland",-13,143,-13.0527,142.5974,345.9,"2019-07-27",38,94,"D",1723000
"Queensland",-13,143,-12.878,142.6272,340.6,"2001-07-25",46,91,"D",1723000
"Queensland",-13,143,-13.1307,142.7481,365,"2007-07-08",51,100,"D",1723000
"Queensland",-11,142,-11.4087,142.3089,342.4,"2019-10-31",38,91,"D",1723000
"Queensland",-11,142,-11.0634,142.3517,354.8,"2019-09-18",56,97,"D",1723000
"Queensland",-11,142,-11.3429,142.1523,365.8,"2003-11-02",50,94,"D",1723000
"Queensland",-11,142,-11.495,142.314,352.9,"2006-09-21",102,97,"D",1723000
"Queensland",-11,142,-11.451,142.3106,343.6,"2001-09-29",32,92,"D",1723000
"Queensland",-13,143,-12.6351,142.7608,346.6,"2002-10-11",21,93,"D",1723000
"Queensland",-13,143,-12.6887,142.8355,344.2,"2016-08-22",110,92,"D",1723000
"Queensland",-13,143,-12.5608,142.6357,347.7,"2007-08-25",51,94,"D",1723000
"Queensland",-13,143,-13.1278,142.5423,343.2,"2005-10-03",19,91,"D",1723000
"Queensland",-13,143,-13.4947,142.6089,345.2,"2015-09-29",21,93,"D",1723000
"Queensland",-13,143,-12.5169,142.7406,342.3,"2017-08-18",103,91,"D",1723000
"Queensland",-13,143,-13.2671,143.4954,353.5,"2006-11-19",44,97,"D",1723000
"Queensland",-13,143,-12.8113,142.6731,357.7,"2015-11-21",39,98,"D",1723000
"Queensland",-13,143,-13.4859,143.0369,344.6,"2016-08-03",39,92,"D",1723000
"Queensland",-12,143,-12.2184,142.8032,360.8,"2003-11-28",128,100,"D",1723000
"Queensland",-12,143,-12.3644,142.6741,358.4,"2004-11-11",55,99,"D",1723000
"Queensland",-12,143,-11.6437,142.5725,344.8,"2001-08-20",122,92,"D",1723000
"Queensland",-14,142,-13.8955,141.7603,347.9,"2008-11-06",57,92,"D",1723000
"Queensland",-14,142,-13.6673,142.1257,343.4,"2005-08-19",50,91,"D",1723000
"Queensland",-13,142,-13.4237,142.3589,346.8,"2009-08-02",27,94,"D",1723000
"Queensland",-13,142,-12.6358,141.978,359.7,"2005-05-13",102,99,"D",1723000
"Queensland",-13,142,-13.0318,141.8653,344.4,"2001-09-16",103,91,"D",1723000
"Queensland",-13,142,-12.6526,141.9414,364.1,"2016-09-22",26,100,"D",1723000
"Queensland",-12,143,-12.4519,142.8102,347,"2003-10-28",32,91,"D",1723000
"Queensland",-12,143,-11.6805,142.5179,355.1,"2013-08-18",44,97,"D",1723000
"Queensland",-12,143,-11.9865,142.7973,350.4,"2009-10-28",32,95,"D",1723000
"Queensland",-12,143,-12.4758,142.5423,345.6,"2017-09-10",109,92,"D",1723000
"Queensland",-12,143,-11.7183,142.5283,353.4,"2005-09-29",43,96,"D",1723000
"Queensland",-12,143,-12.4893,142.7517,346.7,"2001-09-23",109,93,"D",1723000
"Queensland",-13,142,-13.1128,141.9148,347.3,"2004-09-22",108,93,"D",1723000
"Queensland",-14,141,-13.8871,141.4957,344,"2019-07-25",51,92,"D",1723000
"Queensland",-14,143,-14.0026,142.6307,360.2,"2015-05-11",52,100,"D",1723000
"Queensland",-14,143,-14.4901,143.0841,347.7,"2017-12-12",39,92,"D",1723000
"Queensland",-14,143,-14.476,143.2648,348.8,"2009-11-06",27,93,"D",1723000
"Queensland",-14,143,-14.0116,143.2032,347.2,"2015-10-18",51,92,"D",1723000
"Queensland",-14,143,-13.8047,142.5517,356.8,"2005-06-16",50,98,"D",1723000
"Queensland",-14,143,-14.1879,143.2651,347.5,"2008-11-01",39,93,"D",1723000
"Queensland",-14,143,-13.5883,142.8338,355.7,"2001-11-12",55,97,"D",1723000
"Queensland",-14,143,-14.416,143.0682,347.6,"2018-07-13",59,94,"D",1723000
"Queensland",-14,143,-14.0481,143.0857,344.5,"2002-05-16",46,92,"D",1723000
"Queensland",-14,143,-14.4617,142.6627,343.4,"2015-05-22",33,92,"D",1723000
"Queensland",-14,143,-14.1073,143.3974,348.9,"2010-10-13",44,93,"D",1723000
"Queensland",-14,143,-14.0559,143.4809,343.3,"2018-11-26",8,92,"D",1723000
"Queensland",-15,142,-15.3112,141.7445,346.1,"2002-06-03",35,94,"D",1723000
"Queensland",-15,142,-15.4487,142.0541,356.9,"2004-07-13",103,98,"D",1723000
"Queensland",-15,142,-15.0951,141.7715,373.3,"2013-11-22",45,100,"D",1723000
"Queensland",-15,142,-15.4053,141.9981,343.6,"2002-04-30",47,91,"D",1723000
"Queensland",-15,142,-15.2631,141.9243,344.7,"2019-08-24",103,92,"D",1723000
"Queensland",-15,142,-14.9986,142.0454,366,"2018-07-10",28,100,"D",1723000
"Queensland",-15,142,-14.9989,142.0962,342.1,"2017-07-12",45,91,"D",1723000
"Queensland",-15,142,-14.507,141.6678,345.2,"2018-06-27",59,93,"D",1723000
"Queensland",-15,142,-15.1611,141.8065,355.7,"2012-06-10",57,98,"D",1723000
"Queensland",-15,142,-14.5756,141.8213,365.5,"2010-09-18",51,100,"D",1723000
"Queensland",-15,142,-15.3148,141.6035,357.8,"2016-09-19",422,98,"D",1723000
"Queensland",-15,142,-14.6767,142.1101,360.2,"2014-07-06",33,100,"D",1723000
"Queensland",-13,142,-13.1834,141.9271,345.6,"2004-10-01",102,92,"D",1723000
"Queensland",-13,142,-12.6604,142.1443,352.1,"2013-09-29",121,96,"D",1723000
"Queensland",-13,142,-13.2099,141.9064,348.6,"2008-09-19",57,93,"D",1723000
"Queensland",-13,142,-12.9758,141.7165,383.7,"2017-09-28",57,100,"D",1723000
"Queensland",-13,142,-12.9513,141.6611,343.2,"2019-06-27",26,93,"D",1723000
"Queensland",-13,142,-12.511,141.7407,351.2,"2003-09-22",56,95,"D",1723000
"Queensland",-13,142,-13.2096,141.9208,350.7,"2013-09-10",51,95,"D",1723000
"Queensland",-13,142,-12.6422,141.951,351.3,"2017-08-24",27,96,"D",1723000
"Queensland",-13,142,-13.0133,141.9503,349.5,"2003-08-26",114,95,"D",1723000
"Queensland",-13,142,-13.4332,142.0314,351.1,"2018-11-13",39,95,"D",1723000
"Queensland",-13,142,-13.0683,141.7319,346.7,"2012-08-27",109,93,"D",1723000
"Queensland",-13,142,-13.3206,142.2283,347.7,"2015-07-19",110,94,"D",1723000
"Queensland",-13,142,-12.6132,141.9368,346,"2001-07-16",53,94,"D",1723000
"Queensland",-13,142,-12.7393,142.2196,347.7,"2011-06-15",102,95,"D",1723000
"Queensland",-13,142,-12.9875,142.3165,348.5,"2014-07-23",115,95,"D",1723000
"Queensland",-13,142,-13.1553,142.461,345.4,"2002-06-17",46,93,"D",1723000
"Queensland",-13,142,-12.7282,142.1541,355.2,"2005-07-25",56,98,"D",1723000
"Queensland",-13,142,-12.5592,142.347,352.7,"2002-07-17",58,97,"D",1723000
"Queensland",-13,142,-12.9667,141.6235,351.4,"2017-09-03",103,96,"D",1723000
"Queensland",-13,142,-12.5081,141.8267,345.6,"2007-09-19",45,92,"D",1723000
"Queensland",-13,142,-13.3774,141.8877,363.6,"2018-11-25",103,100,"D",1723000
"Queensland",-13,142,-13.1253,142.0293,346,"2008-09-12",51,92,"D",1723000
"Queensland",-13,142,-12.7941,142.1578,343,"2005-09-11",56,91,"D",1723000
"Queensland",-13,142,-12.866,141.8508,365.8,"2003-09-13",102,100,"D",1723000
"Queensland",-13,142,-12.6473,142.0141,354.4,"2014-09-09",116,97,"D",1723000
"Queensland",-13,142,-13.162,141.7932,346.7,"2008-10-26",115,92,"D",1723000
"Queensland",-13,142,-12.7764,142.1204,342,"2010-08-05",26,92,"D",1723000
"Queensland",-13,142,-12.9704,141.8501,350.5,"2014-09-11",103,95,"D",1723000
"Queensland",-13,142,-13.0574,142.3588,369.3,"2003-06-29",38,100,"D",1723000
"Queensland",-13,142,-12.6182,142.0024,366.6,"2001-06-01",124,100,"D",1723000
"Queensland",-13,142,-12.983,141.9744,344.4,"2002-07-03",46,93,"D",1723000
"Queensland",-13,142,-12.8171,141.8388,344,"2011-09-19",102,92,"D",1723000
"Queensland",-13,142,-12.6037,141.9619,351.6,"2017-09-05",51,95,"D",1723000
"Queensland",-13,142,-13.4301,142.107,348.2,"2013-11-01",26,93,"D",1723000
"Queensland",-13,142,-12.5596,141.8198,352.9,"2017-11-12",26,96,"D",1723000
"Queensland",-13,142,-13.2896,142.1154,359.9,"2002-06-10",40,99,"D",1723000
"Queensland",-13,142,-13.0384,141.8034,346.2,"2010-09-27",44,93,"D",1723000
"Queensland",-13,142,-12.8415,142.2005,360.6,"2013-09-24",103,100,"D",1723000
"Queensland",-13,142,-12.6797,141.9808,357.9,"2010-08-19",38,93,"D",1723000
"Queensland",-13,142,-12.9906,141.9029,345,"2009-08-21",57,92,"D",1723000
"Queensland",-13,142,-13.434,141.9844,349.3,"2014-09-29",51,95,"D",1723000
"Queensland",-13,142,-13.0047,142.267,356,"2008-07-14",27,93,"D",1723000
"Queensland",-13,142,-12.9816,141.8465,343,"2009-08-23",45,92,"D",1723000
"Queensland",-13,142,-12.9586,142.0465,353,"2007-08-23",103,97,"D",1723000
"Queensland",-13,142,-12.5035,141.91,340.7,"2015-07-12",104,91,"D",1723000
"Queensland",-13,142,-13.2611,142.4849,354.9,"2011-05-25",44,98,"D",1723000
"Queensland",-13,142,-13.0043,142.1848,342.1,"2009-07-20",57,92,"D",1723000
"Queensland",-13,142,-13.026,142.2896,357.9,"2008-09-10",103,99,"D",1723000
"Queensland",-13,142,-13.1947,141.9546,360.2,"2006-11-26",50,100,"D",1723000
"Queensland",-13,142,-12.7145,141.8555,354.8,"2018-08-23",52,92,"D",1723000
"Queensland",-13,142,-12.5509,141.8075,340.8,"2010-06-12",103,91,"D",1723000
"Queensland",-13,142,-12.9933,142.0215,351.8,"2018-08-25",40,96,"D",1723000
